ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): TEXAS

School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,County Number [Public School] 2017-18,County Name [Public School] 2017-18,School Type [Public School] 2017-18,School-wide Title I [Public School] 2017-18,Title I Eligible School [Public School] 2017-18,Title I School Status [Public School] 2017-18,State School ID [Public School] 2017-18,State Agency ID [Public School] 2017-18,Virtual School Status (SY 2016-17 onward) [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,Prekindergarten Students [Public School] 2017-18,Kindergarten Students [Public School] 2017-18,Grade 1 Students [Public School] 2017-18,Grade 2 Students [Public School] 2017-18,Grade 3 Students [Public School] 2017-18,Grade 4 Students [Public School] 2017-18,Grade 5 Students [Public School] 2017-18,Grade 6 Students [Public School] 2017-18,Grade 7 Students [Public School] 2017-18,Grade 8 Students [Public School] 2017-18,Grade 9 Students [Public School] 2017-18,Grade 10 Students [Public School] 2017-18,Grade 11 Students [Public School] 2017-18,Grade 12 Students [Public School] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black or African American Students [Public School] 2017-18,White Students [Public School] 2017-18,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18
ADULT BASIC ED,Texas,483510010506,48085,Collin County,4-Alternative/other school,†,†,†,TX-043910-043910020,TX-043910,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
ADULT ED,Texas,481970011016,48439,Tarrant County,4-Alternative/other school,†,†,†,TX-220905-220905214,TX-220905,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
ADULT ED,Texas,481168009152,48061,Cameron County,4-Alternative/other school,†,†,†,TX-031901-031901035,TX-031901,NOTVIRTUAL,Yes under Provision 2,="0",†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,–,–,–,–,–,–,="0",="0.00"
ADULT LEARNING CTR,Texas,480744009394,48441,Taylor County,4-Alternative/other school,†,†,†,TX-221901-221901004,TX-221901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,="0",†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,–,–,–,–,–,–,="0",="0.00"
ADULT TRANSITION SERVICES,TEXAS,481776013184,48453,Travis County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-227909-227909005,TX-227909,NOTVIRTUAL,No,18,="0",="0",="0",†,18,†,†,†,†,†,†,†,†,†,†,†,†,†,18,14,4,="0",1,1,1,13,="0",2,18,5.00
ADULT/COMMUNITY LRN CTR,Texas,484668009231,48141,El Paso County,4-Alternative/other school,†,†,†,TX-071905-071905013,TX-071905,NOTVIRTUAL,No,="0",†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,–,–,–,–,–,–,="0",="0.00"
ADVANCED LEARNING ACADEMY,TEXAS,483873013447,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015907-015907026,TX-015907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,716,285,87,372,546,62,54,54,64,62,63,65,64,85,86,57,25,18,19,†,370,346,="0",5,577,23,96,="0",15,716,51.49
ADVANTAGE ACADEMY,Texas,480004108501,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057806-057806101,TX-057806,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),1666,1159,104,1263,1199,154,178,135,132,142,159,155,185,136,137,153,50,39,34,31,846,820,6,19,964,409,235,4,29,1666,95.02
ADVENTHEALTH SCHOOL,Texas,482566002861,48027,Bell County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-014906-014906022,TX-014906,NOTVIRTUAL,No,23,="0",="0",="0",18,5,†,†,2,3,2,3,3,1,3,1,2,2,1,†,14,9,="0",="0",6,4,11,="0",2,23,1.83
AEP CAMPUS,Texas,482367010687,48181,Grayson County,4-Alternative/other school,†,†,†,TX-091905-091905003,TX-091905,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
AGNES COTTON ACADEMY,Texas,483873004322,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015907-015907117,TX-015907,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),495,469,="0",469,371,†,62,62,59,49,60,57,54,53,39,†,†,†,†,†,265,230,="0",="0",476,6,11,="0",2,495,33.29
AGNEW MIDDLE,Texas,483039003401,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057914-057914041,TX-057914,NOTVIRTUAL,Yes participating without using any Provision or the CEO,831,518,83,601,831,="0",†,†,†,†,†,†,†,†,431,400,="0",†,†,†,430,401,5,16,419,233,136,1,21,831,51.17
AGUA DULCE EL,Texas,480753000043,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178901-178901101,TX-178901,NOTVIRTUAL,No,150,113,19,132,121,†,11,18,19,22,21,31,28,†,†,†,†,†,†,†,67,83,="0",1,122,="0",26,="0",1,150,13.09
AGUA DULCE H S,Texas,480753000044,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178901-178901001,TX-178901,NOTVIRTUAL,No,188,128,9,137,78,110,†,†,†,†,†,†,†,17,28,33,34,39,24,13,106,82,="0",1,149,3,34,="0",1,188,21.02
AGUIRRE J H,Texas,481359012711,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101905-101905043,TX-101905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1048,638,171,809,1048,†,†,†,†,†,†,†,†,370,320,358,†,†,†,†,543,505,6,14,805,157,58,2,6,1048,58.29
AIA LANCASTER EL,Texas,480019212133,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101849-101849105,TX-101849,NOTVIRTUAL,No,10,7,="0",7,4,†,2,4,1,3,†,†,†,†,†,†,†,†,†,†,5,5,="0",="0",3,7,="0",="0",="0",10,2.00
AIA LANCASTER MIDDLE,Texas,480019212123,48113,Dallas County,1-Regular school,†,†,†,TX-101849-101849045,TX-101849,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
AIDA C ESCOBAR EL,Texas,483486003924,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108909-108909113,TX-108909,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),810,721,="0",721,597,†,118,95,110,131,107,127,122,†,†,†,†,†,†,†,405,405,="0",7,793,="0",10,="0",="0",810,44.01
AIKEN EL,Texas,481168007200,48061,Cameron County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-031901-031901133,TX-031901,NOTVIRTUAL,Yes under Provision 2,739,709,="0",709,505,†,141,93,99,99,90,108,109,†,†,†,†,†,†,†,352,387,="0",="0",737,2,="0",="0",="0",739,44.62
AIKIN EL,Texas,483702005581,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057916-057916135,TX-057916,NOTVIRTUAL,Yes participating without using any Provision or the CEO,724,578,35,613,549,†,83,92,94,109,105,86,75,80,†,†,†,†,†,†,360,364,5,73,294,259,78,1,14,724,47.85
AIKIN EL,Texas,483429005567,48277,Lamar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-139909-139909109,TX-139909,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),922,687,="0",687,720,†,†,202,184,166,183,187,†,†,†,†,†,†,†,†,491,431,8,10,154,282,389,="0",79,922,69.61
AIKMAN EL,Texas,482301002333,48117,Deaf Smith County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-059901-059901101,TX-059901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,428,362,32,394,359,†,†,69,78,73,75,66,67,†,†,†,†,†,†,†,225,203,="0",4,389,2,31,1,1,428,29.36
AIM CENTER H S,Texas,484416007054,48361,Orange County,4-Alternative/other school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-181907-181907002,TX-181907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,55,28,4,32,†,55,†,†,†,†,†,†,†,†,†,†,†,4,10,41,29,26,="0",="0",5,="0",49,="0",1,55,5.54
AIM COLLEGE & CAREER PREP,Texas,482028012288,48167,Galveston County,4-Alternative/other school,1-Yes,1-Yes,5-Title I schoolwide school,TX-084902-084902007,TX-084902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,77,54,10,64,26,51,†,†,†,†,†,†,†,3,7,16,14,15,8,14,40,37,1,1,33,18,23,="0",1,77,6.76
AIRPORT EL,Texas,484496006626,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108913-108913110,TX-108913,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),568,460,="0",460,439,†,53,76,91,86,89,88,85,†,†,†,†,†,†,†,281,287,="0",="0",561,="0",7,="0",="0",568,41.58
AKIN EL,Texas,482205002218,48189,Hale County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-095903-095903102,TX-095903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),281,181,28,209,196,†,34,51,52,48,42,54,†,†,†,†,†,†,†,†,143,138,2,1,201,7,66,2,2,281,21.65
AKINS H S,Texas,480894008937,48453,Travis County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-227901-227901017,TX-227901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,2765,1367,324,1691,†,2765,†,†,†,†,†,†,†,†,†,†,826,714,637,588,1395,1370,2,71,2137,193,303,5,54,2765,164.42
ALAMO EL,Texas,482115002105,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101911-101911101,TX-101911,NOTVIRTUAL,Yes participating without using any Provision or the CEO,746,502,37,539,604,†,44,98,115,93,134,141,121,†,†,†,†,†,†,†,375,371,3,16,460,138,114,1,14,746,47.92
ALAMO HEIGHTS H S,Texas,480759000045,48029,Bexar County,1-Regular school,†,2-No,6-Not a Title I school,TX-015901-015901001,TX-015901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1578,239,40,279,†,1578,†,†,†,†,†,†,†,†,†,†,437,393,379,369,784,794,10,57,647,30,823,1,10,1578,112.81
ALAMO HEIGHTS J H,Texas,480759000046,48029,Bexar County,1-Regular school,†,2-No,6-Not a Title I school,TX-015901-015901041,TX-015901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1100,192,33,225,1100,†,†,†,†,†,†,†,†,349,376,375,†,†,†,†,557,543,3,28,463,28,572,2,4,1100,74.84
ALAMO J H,Texas,483057003430,48329,Midland County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-165901-165901041,TX-165901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,732,319,87,406,732,†,†,†,†,†,†,†,†,†,361,371,†,†,†,†,405,327,1,26,483,66,146,="0",10,732,49.96
ALAMO MIDDLE,Texas,483486006597,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108909-108909042,TX-108909,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),615,569,="0",569,615,†,†,†,†,†,†,†,†,208,209,198,†,†,†,†,306,309,="0",="0",611,2,2,="0",="0",615,52.38
ALAN B SHEPARD MIDDLE,Texas,484068004605,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015908-015908042,TX-015908,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),556,507,="0",507,556,†,†,†,†,†,†,†,†,174,195,187,†,†,†,†,289,267,="0",1,534,11,9,="0",1,556,32.83
ALBA-GOLDEN EL,Texas,480765000052,48499,Wood County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-250906-250906101,TX-250906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,444,199,36,235,340,†,39,65,65,69,74,65,67,†,†,†,†,†,†,†,212,232,2,1,37,2,391,1,10,444,33.00
ALBA-GOLDEN H S,Texas,480765000053,48499,Wood County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-250906-250906001,TX-250906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,438,183,38,221,203,235,†,†,†,†,†,†,†,61,76,66,71,62,49,53,239,199,1,3,47,="0",381,3,3,438,41.62
ALBANY JR-SR H S,Texas,480768000054,48417,Shackelford County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-209901-209901001,TX-209901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,224,65,16,81,73,151,†,†,†,†,†,†,†,†,35,38,34,44,25,48,117,107,1,="0",41,6,167,2,7,224,23.53
ALBERT & IOLA LEE DAVIS MALVERN EL,Texas,482985008488,48085,Collin County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-043907-043907118,TX-043907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,522,354,56,410,429,†,†,93,89,91,93,78,78,†,†,†,†,†,†,†,248,274,5,7,288,113,81,4,24,522,41.10
ALBERT C WILLIAMS EL,Texas,481482005676,48231,Hunt County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-116903-116903104,TX-116903,NOTVIRTUAL,No,348,218,17,235,348,†,†,†,†,†,104,119,125,†,†,†,†,†,†,†,171,177,3,7,67,87,161,3,20,348,25.99
ALBERTO AND CELIA BARRERA EL,Texas,483714004175,48427,Starr County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-214901-214901104,TX-214901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),535,528,="0",528,413,†,51,71,81,87,92,77,76,†,†,†,†,†,†,†,271,264,="0",="0",417,="0",118,="0",="0",535,38.98
ALBRIGHT MIDDLE,Texas,480783005840,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101903-101903045,TX-101903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1146,725,125,850,1146,†,†,†,†,†,†,†,†,†,595,551,†,†,†,†,610,536,6,185,461,443,41,1,9,1146,78.53
ALCOTT EL,Texas,482364002385,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912102,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),270,258,6,264,213,†,28,29,36,41,45,48,43,†,†,†,†,†,†,†,135,135,1,="0",84,180,1,="0",4,270,21.01
ALDERSON EL,Texas,482850012804,48303,Lubbock County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-152901-152901194,TX-152901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),569,559,="0",559,429,†,78,62,69,85,79,92,104,†,†,†,†,†,†,†,285,284,1,="0",216,328,15,="0",9,569,48.00
ALDINE H S,Texas,480771000057,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101902-101902001,TX-101902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,2463,1969,125,2094,†,2463,†,†,†,†,†,†,†,†,†,†,125,823,795,720,1327,1136,3,23,2218,174,41,1,3,2463,148.90
ALDINE J J A E P,Texas,480771007620,48201,Harris County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-101902-101902099,TX-101902,NOTVIRTUAL,No,1,="0",="0",="0",†,1,†,†,†,†,†,†,†,†,†,†,1,†,†,†,1,="0",="0",="0",1,="0",="0",="0",="0",1,–
ALDINE MIDDLE,Texas,480771000058,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101902-101902041,TX-101902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,911,780,58,838,911,†,†,†,†,†,†,†,†,†,470,441,†,†,†,†,474,437,1,5,707,176,16,1,5,911,58.86
ALDINE NINTH GRADE,Texas,480771007917,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101902-101902081,TX-101902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,840,718,51,769,†,840,†,†,†,†,†,†,†,†,†,†,840,†,†,†,441,399,="0",5,748,71,16,="0",="0",840,51.80
ALDRIDGE EL,Texas,483510003954,48085,Collin County,1-Regular school,†,2-No,6-Not a Title I school,TX-043910-043910106,TX-043910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,615,86,16,102,493,†,†,122,92,107,107,97,90,†,†,†,†,†,†,†,305,310,5,158,89,54,276,="0",33,615,41.00
ALEDO H S,Texas,480778000089,48367,Parker County,1-Regular school,†,2-No,6-Not a Title I school,TX-184907-184907001,TX-184907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1274,92,26,118,†,1274,†,†,†,†,†,†,†,†,†,†,7,449,425,393,663,611,7,11,153,27,1043,1,32,1274,71.06
ALEDO MIDDLE,Texas,480778000090,48367,Parker County,1-Regular school,†,2-No,6-Not a Title I school,TX-184907-184907041,TX-184907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,882,77,15,92,882,†,†,†,†,†,†,†,†,†,454,428,†,†,†,†,460,422,1,7,112,12,724,1,25,882,45.98
ALEX SANGER PREPARATORY MIDDLE,TEXAS,481623013332,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057905-057905355,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),180,156,1,157,180,†,†,†,†,†,†,†,†,74,57,49,†,†,†,†,93,87,="0",="0",140,15,22,1,2,180,12.20
ALEX SANGER PREPARATORY SCHOOL,Texas,481623001350,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057905-057905206,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),506,379,6,385,385,†,44,77,74,83,76,81,71,†,†,†,†,†,†,†,264,242,="0",2,334,65,95,="0",10,506,31.30
ALEX W SPENCE TALENTED/GIFTED ACADEMY,Texas,481623001359,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057905-057905058,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),735,572,16,588,735,†,†,†,†,†,†,†,†,228,262,245,†,†,†,†,391,344,5,19,490,173,42,1,5,735,51.00
ALEXANDER EL,Texas,480783005944,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101903-101903114,TX-101903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,805,602,53,655,566,†,92,147,148,136,135,147,†,†,†,†,†,†,†,†,412,393,9,91,394,286,16,1,8,805,59.84
ALEXANDER MIDDLE,Texas,483444011469,48039,Brazoria County,1-Regular school,†,2-No,6-Not a Title I school,TX-020908-020908115,TX-020908,NOTVIRTUAL,Yes participating without using any Provision or the CEO,806,153,32,185,806,†,†,†,†,†,†,†,391,415,†,†,†,†,†,†,424,382,3,39,260,81,393,1,29,806,43.03
ALFONSO BORREGO SR EL,Texas,483885008547,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071904-071904104,TX-071904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),479,451,="0",451,479,†,†,†,86,64,80,83,84,82,†,†,†,†,†,†,240,239,="0",="0",477,="0",2,="0",="0",479,31.01
ALFONSO RAMIREZ EL,Texas,481818012060,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108904-108904129,TX-108904,NOTVIRTUAL,No,558,441,="0",441,451,†,37,70,85,97,93,96,80,†,†,†,†,†,†,†,282,276,="0",10,537,2,5,="0",4,558,34.05
ALFRED SORENSEN EL,Texas,483486003923,48215,Hidalgo County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-108909-108909112,TX-108909,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),686,561,="0",561,482,†,119,85,88,82,100,97,115,†,†,†,†,†,†,†,370,316,="0",2,677,="0",7,="0",="0",686,36.39
ALICE CARLSON APPLIED LRN CTR,Texas,481970002185,48439,Tarrant County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-220905-220905101,TX-220905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,393,37,14,51,327,†,†,66,66,66,66,66,63,†,†,†,†,†,†,†,195,198,4,7,110,29,232,="0",11,393,23.00
ALICE D CONTRERAS,Texas,481970008914,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905220,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),668,530,67,597,471,†,94,103,90,93,101,81,106,†,†,†,†,†,†,†,316,352,1,6,623,15,20,="0",3,668,42.00
ALICE H S,Texas,480780000092,48249,Jim Wells County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-125901-125901001,TX-125901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),1314,684,="0",684,†,1314,†,†,†,†,†,†,†,†,†,†,385,329,319,281,676,638,1,5,1245,8,54,="0",1,1314,94.43
ALICE JOHNSON J H,Texas,481359000853,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101905-101905041,TX-101905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1172,794,129,923,1172,†,†,†,†,†,†,†,†,378,364,430,†,†,†,†,622,550,12,7,930,134,80,1,8,1172,61.96
ALICE MOORE ALEXANDER,Texas,481674001451,48121,Denton County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-061901-061901104,TX-061901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,642,396,61,457,481,†,56,105,103,93,98,90,97,†,†,†,†,†,†,†,325,317,13,4,333,66,220,2,4,642,52.91
ALICE PONDER EL,Texas,482892003269,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220908-220908101,TX-220908,NOTVIRTUAL,Yes participating without using any Provision or the CEO,647,404,38,442,467,†,63,117,112,112,118,125,†,†,†,†,†,†,†,†,324,323,2,12,347,101,160,="0",25,647,42.96
ALICE W DOUSE EL,TEXAS,482566013235,48027,Bell County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-014906-014906140,TX-014906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,866,258,55,313,656,†,98,112,132,132,117,147,128,†,†,†,†,†,†,†,460,406,2,18,220,267,259,12,88,866,54.75
ALICIA R CHACON INTERNATIONAL,Texas,484668006994,48141,El Paso County,4-Alternative/other school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071905-071905138,TX-071905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,777,369,151,520,689,†,†,88,85,87,84,86,96,93,84,74,†,†,†,†,368,409,="0",3,759,2,10,1,2,777,48.79
ALIEF EARLY COLLEGE H S,Texas,480783012389,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101903-101903012,TX-101903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,402,258,55,313,†,402,†,†,†,†,†,†,†,†,†,†,99,101,99,103,139,263,3,81,215,92,7,1,3,402,21.40
